event_id,user_id,product_id,event_type,event_timestamp
2237,271,18,view,2023-10-12 20:00:00
2238,925,1,view,2023-05-20 03:00:00
2239,453,12,view,2023-04-16 16:00:00
2240,484,18,view,2023-10-25 01:00:00
2241,216,47,view,2023-04-03 19:00:00
2242,781,35,view,2023-11-26 05:00:00
2243,451,39,view,2023-05-28 15:00:00
2244,118,48,view,2023-09-24 08:00:00
2245,594,22,view,2023-08-08 04:00:00
2246,747,42,view,2023-10-23 05:00:00
2247,294,28,view,2023-11-30 02:00:00
2248,410,7,cart,2023-04-09 11:00:00
2249,400,13,view,2023-06-21 23:00:00
2250,486,8,purchase,2023-09-30 16:00:00
2251,49,29,view,2023-05-14 23:00:00
2252,886,12,view,2023-01-31 18:00:00
2253,186,1,view,2023-09-08 03:00:00
2254,250,42,view,2023-03-30 21:00:00
2255,544,33,view,2023-07-31 00:00:00
2256,326,20,view,2023-01-07 17:00:00
2257,961,22,purchase,2023-04-01 21:00:00
2258,321,48,view,2023-04-20 08:00:00
2259,805,49,view,2023-04-02 04:00:00
2260,223,4,view,2023-09-12 00:00:00
2261,24,39,cart,2023-06-30 16:00:00
2262,250,42,cart,2023-03-03 01:00:00
2263,551,49,view,2023-08-14 14:00:00
2264,793,28,view,2023-05-12 05:00:00
2265,717,45,view,2023-11-12 22:00:00
2266,871,34,cart,2023-03-07 13:00:00
2267,97,26,view,2023-12-12 22:00:00
2268,947,23,purchase,2023-04-29 13:00:00
2269,24,26,view,2023-07-12 07:00:00
2270,15,46,cart,2023-07-19 01:00:00
2271,793,8,purchase,2023-05-29 13:00:00
2272,648,18,view,2024-02-12 00:00:00
2273,133,8,view,2023-12-06 10:00:00
2274,632,43,view,2023-08-26 18:00:00
2275,55,21,view,2023-03-20 09:00:00
2276,427,42,view,2023-11-24 12:00:00
2277,512,5,view,2023-12-14 10:00:00
2278,951,49,cart,2023-12-22 09:00:00
2279,950,20,view,2024-01-26 19:00:00
2280,332,21,cart,2023-09-17 21:00:00
2281,963,22,view,2023-04-05 06:00:00
2282,302,4,view,2023-11-16 19:00:00
2283,637,24,view,2023-02-17 13:00:00
2284,92,15,purchase,2023-07-06 05:00:00
2285,144,18,view,2023-04-12 19:00:00
2286,576,25,cart,2023-04-10 00:00:00
2287,343,42,view,2023-05-23 08:00:00
2288,353,11,view,2023-03-04 08:00:00
2289,672,28,purchase,2023-02-28 20:00:00
2290,480,38,cart,2023-10-08 06:00:00
2291,38,41,view,2024-02-11 14:00:00
2292,657,28,view,2023-03-03 10:00:00
2293,285,34,view,2024-01-24 07:00:00
2294,418,13,purchase,2023-08-24 19:00:00
2295,159,13,view,2023-03-30 06:00:00
2296,471,4,view,2023-04-11 01:00:00
2297,331,16,view,2023-08-05 17:00:00
2298,389,45,purchase,2023-05-29 14:00:00
2299,834,48,view,2024-02-06 09:00:00
2300,831,32,view,2023-08-23 01:00:00
2301,805,41,view,2023-03-19 07:00:00
2302,395,33,purchase,2023-03-04 07:00:00
2303,947,42,view,2023-05-07 19:00:00
2304,59,38,view,2023-03-12 17:00:00
2305,38,22,view,2024-01-19 02:00:00
2306,319,28,view,2023-10-28 13:00:00
2307,365,38,view,2023-06-14 19:00:00
2308,623,7,cart,2024-01-14 22:00:00
2309,578,40,cart,2023-05-27 01:00:00
2310,180,45,cart,2023-09-29 17:00:00
2311,782,30,view,2023-08-20 08:00:00
2312,413,11,view,2023-04-11 17:00:00
2313,982,44,view,2024-01-05 20:00:00
2314,310,4,purchase,2023-06-23 06:00:00
2315,300,45,view,2023-11-28 17:00:00
2316,460,33,view,2023-11-29 14:00:00
2317,10,25,view,2023-08-16 19:00:00
2318,759,45,view,2023-09-11 07:00:00
2319,312,4,cart,2023-10-13 04:00:00
2320,290,14,cart,2023-06-18 03:00:00
2321,391,35,view,2024-01-14 07:00:00
2322,375,17,purchase,2023-10-29 12:00:00
2323,676,48,purchase,2023-03-14 09:00:00
2324,924,38,view,2023-07-17 23:00:00
2325,229,44,view,2024-01-04 05:00:00
2326,702,1,view,2023-08-22 05:00:00
2327,688,6,view,2023-01-18 08:00:00
2328,472,45,view,2023-05-29 00:00:00
2329,694,25,view,2023-07-15 15:00:00
2330,586,23,view,2023-03-19 15:00:00
2331,854,38,view,2023-02-28 09:00:00
2332,586,39,view,2023-03-24 02:00:00
2333,126,24,cart,2023-05-03 07:00:00
2334,423,6,purchase,2023-12-25 08:00:00
2335,635,24,cart,2023-08-12 17:00:00
2336,864,50,view,2023-09-25 14:00:00
2337,36,4,view,2023-06-30 22:00:00
2338,297,29,view,2023-08-06 09:00:00
2339,262,16,cart,2023-06-08 10:00:00
2340,59,49,view,2023-03-31 00:00:00
2341,440,2,view,2023-06-06 07:00:00
2342,821,22,cart,2023-03-18 14:00:00
2343,283,33,view,2023-06-20 03:00:00
2344,473,18,purchase,2023-09-29 01:00:00
2345,401,25,view,2023-07-18 20:00:00
2346,268,43,view,2023-02-12 08:00:00
2347,160,35,view,2023-06-26 19:00:00
2348,285,31,view,2023-12-08 01:00:00
2349,698,49,view,2023-08-17 23:00:00
2350,771,2,cart,2023-09-24 10:00:00
2351,247,15,view,2023-07-20 06:00:00
2352,712,13,view,2023-10-12 05:00:00
2353,238,23,view,2024-01-20 17:00:00
2354,633,15,cart,2023-07-03 12:00:00
2355,516,22,purchase,2023-02-23 05:00:00
2356,512,12,purchase,2023-12-03 14:00:00
2357,820,9,cart,2023-09-10 11:00:00
2358,40,17,view,2023-10-22 14:00:00
2359,893,41,purchase,2023-08-10 06:00:00
2360,258,30,view,2023-09-23 05:00:00
2361,239,23,view,2024-01-17 08:00:00
2362,739,26,view,2023-04-24 05:00:00
2363,400,2,view,2023-06-16 05:00:00
2364,976,3,cart,2024-01-28 18:00:00
2365,968,36,view,2023-03-18 17:00:00
2366,361,30,view,2023-11-03 21:00:00
2367,189,11,view,2023-08-12 12:00:00
2368,629,15,purchase,2023-11-07 13:00:00
2369,230,22,view,2023-04-09 20:00:00
2370,212,1,view,2023-09-19 07:00:00
2371,641,5,view,2023-07-05 22:00:00
2372,48,34,view,2023-11-19 21:00:00
2373,175,23,view,2023-09-13 21:00:00
2374,313,45,view,2024-02-14 17:00:00
2375,630,16,cart,2023-10-21 01:00:00
2376,202,4,purchase,2023-04-24 04:00:00
2377,352,5,view,2023-06-15 16:00:00
2378,820,1,view,2023-08-29 03:00:00
2379,181,35,view,2024-01-19 18:00:00
2380,803,46,purchase,2023-09-14 05:00:00
2381,115,42,cart,2023-03-29 01:00:00
2382,530,2,view,2023-04-14 02:00:00
2383,926,46,view,2023-09-19 04:00:00
2384,553,41,view,2023-11-16 08:00:00
2385,126,3,view,2023-05-26 09:00:00
2386,744,2,view,2024-01-25 09:00:00
2387,712,12,view,2023-10-22 14:00:00
2388,234,35,view,2023-04-22 19:00:00
2389,167,44,view,2023-02-13 20:00:00
2390,569,22,view,2023-05-18 20:00:00
2391,636,10,view,2024-01-08 13:00:00
2392,789,45,view,2023-09-26 14:00:00
2393,527,45,view,2023-04-06 22:00:00
2394,640,45,view,2023-08-05 23:00:00
2395,38,26,view,2024-01-16 19:00:00
2396,405,38,view,2023-12-04 15:00:00
2397,42,40,view,2023-06-07 21:00:00
2398,865,12,view,2023-10-12 19:00:00
2399,127,5,view,2023-05-14 10:00:00
2400,942,4,view,2023-08-23 08:00:00
2401,902,44,view,2023-12-18 23:00:00
2402,860,19,view,2023-10-19 13:00:00
2403,108,31,cart,2023-09-09 15:00:00
2404,274,29,cart,2023-11-28 23:00:00
2405,122,19,cart,2024-01-08 12:00:00
2406,112,4,view,2023-08-19 01:00:00
2407,720,24,purchase,2024-02-07 22:00:00
2408,697,44,view,2023-03-24 18:00:00
2409,304,35,view,2023-09-05 04:00:00
2410,284,1,view,2023-04-26 08:00:00
2411,431,40,view,2023-05-28 01:00:00
2412,625,35,purchase,2023-11-19 19:00:00
2413,566,46,view,2023-08-14 02:00:00
2414,478,1,view,2023-05-28 07:00:00
2415,266,41,view,2023-10-08 01:00:00
2416,232,24,view,2023-09-23 20:00:00
2417,271,37,view,2023-10-16 11:00:00
2418,929,42,view,2023-05-18 22:00:00
2419,312,39,view,2023-09-05 05:00:00
2420,439,25,view,2023-09-12 04:00:00
2421,291,18,view,2024-01-11 11:00:00
2422,900,21,view,2023-09-15 11:00:00
2423,376,6,view,2023-03-03 12:00:00
2424,775,10,cart,2023-09-15 10:00:00
2425,319,14,view,2023-10-27 13:00:00
2426,924,26,cart,2023-06-20 21:00:00
2427,401,12,purchase,2023-06-25 05:00:00
2428,113,33,view,2024-01-03 10:00:00
2429,431,50,view,2023-06-07 07:00:00
2430,844,12,view,2023-04-08 14:00:00
2431,957,12,view,2023-06-19 12:00:00
2432,918,44,view,2023-08-20 23:00:00
2433,983,46,view,2023-06-09 11:00:00
2434,448,36,view,2023-09-11 23:00:00
2435,447,19,view,2023-01-13 11:00:00
2436,602,5,purchase,2023-01-25 20:00:00
2437,606,32,view,2023-02-15 20:00:00
2438,708,18,cart,2023-03-11 08:00:00
2439,833,50,view,2023-07-31 15:00:00
2440,686,27,view,2024-01-10 03:00:00
2441,887,26,view,2023-02-25 19:00:00
2442,979,12,view,2023-08-09 00:00:00
2443,114,48,view,2023-10-27 22:00:00
2444,792,25,view,2023-12-04 20:00:00
2445,48,7,view,2023-11-19 15:00:00
2446,376,26,view,2023-02-27 06:00:00
2447,467,11,view,2023-07-04 09:00:00
2448,201,12,view,2023-06-15 13:00:00
2449,198,46,view,2023-04-01 06:00:00
2450,870,26,view,2023-02-23 15:00:00
2451,7,2,view,2023-02-11 14:00:00
2452,511,46,view,2023-10-27 02:00:00
2453,135,16,purchase,2023-03-06 11:00:00
2454,958,44,view,2023-09-19 22:00:00
2455,388,31,view,2023-07-16 12:00:00
2456,995,47,view,2024-01-06 13:00:00
2457,476,47,view,2024-01-09 15:00:00
2458,202,30,view,2023-05-15 18:00:00
2459,918,45,view,2023-09-13 07:00:00
2460,184,11,view,2024-01-03 04:00:00
2461,832,42,cart,2023-11-15 09:00:00
2462,254,26,cart,2023-09-29 23:00:00
2463,143,32,view,2023-04-15 10:00:00
2464,158,36,view,2023-11-05 16:00:00
2465,480,38,view,2023-09-20 01:00:00
2466,176,19,view,2023-10-23 07:00:00
2467,941,17,cart,2024-01-14 12:00:00
2468,923,29,cart,2023-06-16 12:00:00
2469,102,49,cart,2023-04-29 06:00:00
2470,626,44,view,2023-06-03 07:00:00
2471,714,5,view,2023-11-03 02:00:00
2472,178,30,view,2023-06-13 12:00:00
2473,951,50,view,2023-12-19 17:00:00
2474,901,4,cart,2023-11-13 10:00:00
2475,703,11,cart,2023-06-13 21:00:00
2476,861,19,cart,2023-11-03 02:00:00
2477,12,49,view,2023-04-11 08:00:00
2478,209,37,view,2023-09-16 19:00:00
2479,48,13,view,2023-11-28 16:00:00
2480,198,25,purchase,2023-04-08 07:00:00
2481,758,41,view,2023-08-20 09:00:00
2482,783,4,view,2023-10-02 22:00:00
2483,167,44,view,2023-04-08 05:00:00
2484,902,14,view,2023-10-27 01:00:00
2485,721,29,view,2023-01-06 04:00:00
2486,304,37,view,2023-09-02 12:00:00
2487,582,19,view,2023-04-15 05:00:00
2488,60,23,cart,2023-08-25 05:00:00
2489,883,14,view,2023-05-09 15:00:00
2490,354,36,cart,2023-10-30 06:00:00
2491,921,37,cart,2023-03-11 07:00:00
2492,40,21,cart,2023-10-30 01:00:00
2493,300,14,view,2023-12-10 13:00:00
2494,158,34,view,2023-10-28 01:00:00
2495,487,30,view,2024-01-03 15:00:00
2496,112,35,cart,2023-09-04 23:00:00
2497,141,28,cart,2023-10-16 08:00:00
2498,23,30,cart,2023-11-28 15:00:00
2499,70,48,cart,2023-09-21 23:00:00
2500,141,8,view,2023-09-07 14:00:00
2501,183,5,view,2023-06-07 06:00:00
2502,408,37,view,2024-01-04 15:00:00
2503,767,13,view,2023-07-25 17:00:00
2504,965,3,cart,2023-01-23 13:00:00
2505,624,3,cart,2023-09-08 02:00:00
2506,860,29,cart,2023-10-24 01:00:00
2507,746,13,view,2024-02-06 23:00:00
2508,910,46,cart,2023-11-25 22:00:00
2509,642,16,view,2023-09-02 14:00:00
2510,806,18,view,2023-05-03 06:00:00
2511,470,15,view,2023-03-10 15:00:00
2512,356,44,view,2023-03-03 00:00:00
2513,430,45,view,2023-06-08 20:00:00
2514,188,17,purchase,2023-10-18 22:00:00
2515,434,33,view,2023-12-26 21:00:00
2516,346,21,view,2023-05-06 21:00:00
2517,981,46,purchase,2023-05-14 15:00:00
2518,263,24,view,2023-03-13 05:00:00
2519,65,18,view,2023-04-02 17:00:00
2520,226,33,cart,2023-11-04 17:00:00
2521,745,18,purchase,2023-07-05 15:00:00
2522,749,9,view,2023-03-15 04:00:00
2523,940,46,view,2023-11-19 18:00:00
2524,844,20,view,2023-05-13 12:00:00
2525,309,9,view,2023-08-29 15:00:00
2526,663,20,view,2023-06-12 04:00:00
2527,66,30,purchase,2023-05-28 23:00:00
2528,484,46,view,2023-10-15 06:00:00
2529,184,4,cart,2024-01-08 05:00:00
2530,70,3,purchase,2023-09-16 16:00:00
2531,197,29,view,2024-01-08 03:00:00
2532,882,14,view,2023-12-18 12:00:00
2533,399,50,view,2023-07-16 19:00:00
2534,924,34,view,2023-06-09 06:00:00
2535,656,50,view,2023-04-17 20:00:00
2536,192,18,cart,2023-06-18 19:00:00
2537,111,4,cart,2023-06-01 07:00:00
2538,85,32,view,2023-12-29 17:00:00
2539,530,8,view,2023-05-01 11:00:00
2540,88,31,purchase,2023-08-21 09:00:00
2541,617,36,cart,2023-12-16 03:00:00
2542,49,26,purchase,2023-04-23 12:00:00
2543,252,33,view,2024-01-08 19:00:00
2544,120,38,view,2023-06-03 02:00:00
2545,39,44,view,2023-04-20 01:00:00
2546,813,21,view,2024-01-02 10:00:00
2547,295,43,view,2023-07-22 08:00:00
2548,272,9,cart,2023-05-16 03:00:00
2549,821,18,view,2023-04-02 17:00:00
2550,166,7,view,2023-04-19 11:00:00
2551,103,21,view,2023-06-03 18:00:00
2552,943,34,view,2023-10-17 05:00:00
2553,587,39,purchase,2023-05-08 01:00:00
2554,926,30,view,2023-10-05 23:00:00
2555,723,41,view,2023-11-09 15:00:00
2556,340,9,view,2024-01-28 10:00:00
2557,81,16,view,2023-11-01 03:00:00
2558,431,36,view,2023-07-08 04:00:00
2559,41,33,purchase,2023-12-11 18:00:00
2560,859,21,view,2023-04-30 15:00:00
2561,755,25,cart,2023-03-21 16:00:00
2562,468,7,view,2023-10-13 04:00:00
2563,657,48,purchase,2023-04-09 18:00:00
2564,305,18,view,2023-06-28 03:00:00
2565,419,5,purchase,2023-10-15 13:00:00
2566,342,25,cart,2023-08-12 21:00:00
2567,518,49,cart,2023-11-03 10:00:00
2568,520,45,cart,2023-04-06 10:00:00
2569,981,28,view,2023-07-09 06:00:00
2570,223,45,purchase,2023-09-07 07:00:00
2571,735,46,view,2023-12-18 02:00:00
2572,29,36,view,2024-01-31 23:00:00
2573,430,7,cart,2023-07-07 09:00:00
2574,314,1,view,2023-04-19 17:00:00
2575,354,37,view,2023-11-07 22:00:00
2576,870,32,purchase,2023-03-15 16:00:00
2577,562,11,view,2023-04-06 07:00:00
2578,547,29,cart,2023-05-03 14:00:00
2579,547,16,view,2023-04-30 01:00:00
2580,580,19,view,2023-05-28 15:00:00
2581,609,10,cart,2023-07-21 04:00:00
2582,699,33,view,2023-12-26 17:00:00
2583,358,23,view,2024-01-11 15:00:00
2584,141,6,view,2023-10-11 06:00:00
2585,439,10,view,2023-09-18 12:00:00
2586,254,29,purchase,2023-10-11 15:00:00
2587,838,15,cart,2023-06-25 21:00:00
2588,636,27,cart,2024-01-06 23:00:00
2589,406,20,view,2023-08-08 06:00:00
2590,193,50,view,2023-05-27 12:00:00
2591,975,2,view,2023-08-09 15:00:00
2592,808,32,cart,2023-11-21 17:00:00
2593,754,21,view,2023-05-10 13:00:00
2594,927,9,cart,2023-05-29 23:00:00
2595,664,22,view,2023-04-16 00:00:00
2596,846,48,view,2023-11-26 17:00:00
2597,89,21,purchase,2023-09-11 15:00:00
2598,856,14,view,2023-04-01 14:00:00
2599,114,28,cart,2023-10-07 22:00:00
2600,882,1,purchase,2023-12-05 17:00:00
2601,310,34,purchase,2023-07-15 23:00:00
2602,54,2,view,2024-01-23 23:00:00
2603,105,37,view,2023-07-27 05:00:00
2604,877,49,view,2023-06-03 07:00:00
2605,166,10,view,2023-05-20 00:00:00
2606,773,27,view,2023-10-08 06:00:00
2607,231,4,view,2023-08-08 15:00:00
2608,157,17,view,2023-04-29 13:00:00
2609,374,36,purchase,2023-07-08 19:00:00
2610,769,12,view,2023-06-26 21:00:00
2611,417,29,view,2023-04-18 18:00:00
2612,679,39,view,2023-04-18 10:00:00
2613,659,36,view,2023-06-27 15:00:00
2614,783,50,view,2023-09-08 16:00:00
2615,274,23,cart,2023-11-10 06:00:00
2616,676,12,view,2023-02-27 03:00:00
2617,811,13,cart,2023-12-18 23:00:00
2618,866,8,view,2023-04-15 05:00:00
2619,269,9,view,2023-07-25 09:00:00
2620,57,7,purchase,2023-05-03 04:00:00
2621,43,29,view,2023-12-27 08:00:00
2622,398,31,view,2023-03-25 05:00:00
2623,901,24,view,2023-10-16 00:00:00
2624,324,40,view,2023-12-28 04:00:00
2625,511,37,view,2023-10-23 20:00:00
2626,754,44,cart,2023-04-10 18:00:00
2627,725,50,view,2023-07-17 19:00:00
2628,997,31,view,2023-10-29 16:00:00
2629,728,18,purchase,2023-08-17 00:00:00
2630,627,40,view,2023-12-06 06:00:00
2631,499,18,view,2023-11-09 02:00:00
2632,557,48,view,2023-09-07 23:00:00
2633,445,25,cart,2023-03-07 21:00:00
2634,852,27,view,2023-03-01 11:00:00
2635,764,49,view,2023-05-13 09:00:00
2636,808,45,view,2023-11-21 22:00:00
2637,287,8,cart,2023-08-24 23:00:00
2638,303,7,view,2023-06-23 02:00:00
2639,16,29,cart,2023-05-26 00:00:00
2640,465,8,view,2023-06-21 07:00:00
2641,272,44,view,2023-04-09 09:00:00
2642,177,39,view,2023-05-16 23:00:00
2643,776,49,view,2023-08-15 11:00:00
2644,808,40,view,2023-10-22 06:00:00
2645,505,23,cart,2023-07-05 01:00:00
2646,644,2,view,2023-06-24 20:00:00
2647,888,19,view,2023-04-23 17:00:00
2648,979,44,cart,2023-07-06 22:00:00
2649,610,19,view,2023-06-26 11:00:00
2650,803,41,view,2023-09-14 20:00:00
2651,126,28,view,2023-04-30 08:00:00
2652,77,48,view,2023-10-14 19:00:00
2653,881,27,cart,2023-09-11 12:00:00
2654,575,18,purchase,2023-09-02 05:00:00
2655,349,46,cart,2023-07-26 19:00:00
2656,608,29,view,2023-06-18 11:00:00
2657,636,15,view,2024-02-09 13:00:00
2658,946,38,view,2023-07-28 15:00:00
2659,86,28,view,2023-03-11 08:00:00
2660,290,42,view,2023-06-07 23:00:00
2661,184,9,view,2023-12-29 11:00:00
2662,462,44,view,2023-10-08 06:00:00
2663,268,14,purchase,2023-03-14 06:00:00
2664,126,33,cart,2023-05-14 18:00:00
2665,774,20,view,2023-02-26 12:00:00
2666,98,43,view,2023-02-02 03:00:00
2667,300,27,view,2023-11-19 14:00:00
2668,934,41,cart,2023-05-23 16:00:00
2669,486,38,purchase,2023-10-01 02:00:00
2670,610,15,cart,2023-07-22 01:00:00
2671,177,38,view,2023-05-24 13:00:00
2672,862,44,view,2023-04-08 22:00:00
2673,7,36,cart,2023-02-10 00:00:00
2674,850,42,view,2023-07-11 13:00:00
2675,921,31,cart,2023-04-16 13:00:00
2676,891,50,purchase,2023-07-19 17:00:00
2677,458,21,view,2023-08-07 13:00:00
2678,197,34,view,2023-12-08 12:00:00
2679,819,16,cart,2023-06-05 17:00:00
2680,948,25,view,2023-05-04 11:00:00
2681,780,1,view,2023-10-25 03:00:00
2682,641,34,cart,2023-05-25 22:00:00
2683,905,9,cart,2023-07-14 18:00:00
2684,363,31,view,2023-11-19 16:00:00
2685,28,27,purchase,2023-09-26 15:00:00
2686,141,13,view,2023-10-17 10:00:00
2687,881,38,view,2023-09-01 04:00:00
2688,6,31,view,2023-08-11 03:00:00
2689,442,49,view,2023-11-24 11:00:00
2690,639,47,purchase,2023-06-15 16:00:00
2691,380,20,purchase,2024-01-01 08:00:00
2692,260,5,view,2023-06-03 03:00:00
2693,647,40,view,2023-12-24 03:00:00
2694,839,32,view,2023-03-20 18:00:00
2695,357,40,view,2023-03-20 14:00:00
2696,609,22,view,2023-06-28 18:00:00
2697,508,34,cart,2023-03-08 18:00:00
2698,379,11,cart,2023-01-20 23:00:00
2699,701,5,view,2023-10-04 07:00:00
2700,105,4,cart,2023-06-26 20:00:00
2701,558,49,view,2024-01-29 20:00:00
2702,63,25,view,2024-01-11 18:00:00
2703,206,42,cart,2023-05-15 01:00:00
2704,225,22,view,2023-06-26 18:00:00
2705,179,24,view,2023-09-26 23:00:00
2706,989,45,view,2023-05-24 15:00:00
2707,764,3,view,2023-04-17 08:00:00
2708,616,9,view,2023-06-20 08:00:00
2709,518,42,purchase,2023-10-17 07:00:00
2710,122,29,cart,2024-01-01 10:00:00
2711,485,49,view,2023-02-17 21:00:00
2712,606,8,view,2023-01-20 00:00:00
2713,797,37,view,2024-01-04 10:00:00
2714,148,30,purchase,2023-07-17 01:00:00
2715,705,24,view,2023-08-30 18:00:00
2716,274,4,view,2023-11-20 13:00:00
2717,358,20,view,2023-11-30 19:00:00
2718,172,9,view,2024-01-22 01:00:00
2719,811,41,cart,2024-01-17 18:00:00
2720,756,43,view,2023-01-26 11:00:00
2721,112,31,purchase,2023-08-15 03:00:00
2722,338,41,view,2023-02-26 17:00:00
2723,817,7,purchase,2023-04-16 17:00:00
2724,164,47,cart,2023-10-12 11:00:00
2725,332,20,view,2023-10-05 21:00:00
2726,245,27,view,2023-06-27 15:00:00
2727,802,8,view,2023-03-30 11:00:00
2728,770,30,view,2023-05-29 14:00:00
2729,937,30,view,2023-10-10 02:00:00
2730,930,5,view,2023-10-27 11:00:00
2731,807,4,cart,2023-05-13 08:00:00
2732,885,7,view,2023-08-24 04:00:00
2733,841,10,cart,2023-04-17 11:00:00
2734,907,49,cart,2023-02-05 08:00:00
2735,44,12,view,2023-05-24 18:00:00
2736,751,13,view,2023-08-24 07:00:00
2737,428,40,view,2023-06-21 20:00:00
2738,314,35,view,2023-03-24 09:00:00
2739,700,2,view,2023-03-20 06:00:00
2740,664,3,cart,2023-04-08 00:00:00
2741,805,44,view,2023-04-16 20:00:00
2742,193,31,view,2023-05-22 17:00:00
2743,731,1,view,2023-11-02 10:00:00
2744,384,21,cart,2023-02-21 08:00:00
2745,776,20,view,2023-09-19 14:00:00
2746,862,5,cart,2023-03-04 15:00:00
2747,503,45,view,2023-07-31 10:00:00
2748,897,9,view,2023-04-28 05:00:00
2749,45,32,purchase,2023-03-04 07:00:00
2750,122,3,view,2024-01-11 01:00:00
2751,672,31,view,2023-03-14 19:00:00
2752,65,10,purchase,2023-03-29 07:00:00
2753,449,20,view,2023-11-24 23:00:00
2754,60,37,view,2023-09-03 14:00:00
2755,702,5,view,2023-08-01 01:00:00
2756,715,29,view,2023-03-04 14:00:00
2757,923,30,cart,2023-06-03 13:00:00
2758,147,13,view,2023-09-24 08:00:00
2759,366,26,cart,2023-06-13 11:00:00
2760,913,3,view,2023-06-12 19:00:00
2761,72,31,view,2023-07-18 16:00:00
2762,429,20,view,2023-05-16 05:00:00
2763,549,27,view,2023-06-14 02:00:00
2764,74,49,view,2023-11-03 21:00:00
2765,216,9,view,2023-03-18 10:00:00
2766,115,32,view,2023-02-24 01:00:00
2767,108,3,purchase,2023-10-08 12:00:00
2768,725,47,purchase,2023-06-17 02:00:00
2769,225,50,view,2023-06-24 07:00:00
2770,650,38,view,2024-02-01 18:00:00
2771,739,45,view,2023-04-29 19:00:00
2772,775,29,purchase,2023-08-28 04:00:00
2773,409,16,cart,2023-10-06 03:00:00
2774,776,37,cart,2023-08-20 22:00:00
2775,847,13,view,2023-03-09 13:00:00
2776,211,8,view,2024-01-27 19:00:00
2777,225,48,view,2023-06-14 03:00:00
2778,791,37,cart,2023-12-14 03:00:00
2779,87,48,view,2023-12-01 17:00:00
2780,649,44,view,2023-01-31 22:00:00
2781,599,46,cart,2023-07-07 06:00:00
2782,726,28,view,2023-08-26 15:00:00
2783,789,41,view,2023-11-06 19:00:00
2784,789,9,view,2023-10-06 04:00:00
2785,396,13,cart,2023-07-12 09:00:00
2786,870,33,view,2023-04-10 02:00:00
2787,619,46,view,2024-01-22 12:00:00
2788,601,48,view,2023-04-12 03:00:00
2789,692,25,view,2023-04-23 23:00:00
2790,600,17,cart,2023-10-21 20:00:00
2791,939,28,view,2023-08-25 08:00:00
2792,608,47,view,2023-05-28 18:00:00
2793,509,16,view,2023-08-19 09:00:00
2794,782,17,view,2023-09-01 22:00:00
2795,691,42,cart,2023-06-16 11:00:00
2796,551,1,view,2023-10-02 05:00:00
2797,263,45,view,2023-04-04 10:00:00
2798,195,19,view,2023-07-02 07:00:00
2799,96,49,view,2023-12-30 17:00:00
2800,862,28,view,2023-04-02 20:00:00
2801,406,35,view,2023-08-01 10:00:00
2802,766,35,cart,2023-03-23 22:00:00
2803,253,3,view,2023-05-29 00:00:00
2804,816,7,view,2023-11-03 14:00:00
2805,9,2,view,2023-05-07 10:00:00
2806,623,23,view,2024-01-09 16:00:00
2807,141,1,cart,2023-08-24 08:00:00
2808,161,48,cart,2023-03-19 23:00:00
2809,515,19,view,2024-01-23 01:00:00
2810,582,8,view,2023-04-15 15:00:00
2811,458,1,view,2023-08-26 18:00:00
2812,498,39,view,2023-03-04 12:00:00
2813,769,32,view,2023-06-23 08:00:00
2814,228,18,view,2023-11-16 00:00:00
2815,796,32,cart,2024-01-19 20:00:00
2816,971,11,view,2023-06-14 04:00:00
2817,644,15,view,2023-05-18 09:00:00
2818,591,36,view,2023-08-16 09:00:00
2819,452,4,view,2023-04-28 07:00:00
2820,199,32,view,2023-11-21 04:00:00
2821,87,3,cart,2023-11-10 04:00:00
2822,46,47,purchase,2024-01-11 07:00:00
2823,577,44,view,2024-01-20 00:00:00
2824,566,16,cart,2023-07-22 12:00:00
2825,113,5,view,2023-12-05 03:00:00
2826,872,18,view,2024-01-29 13:00:00
2827,445,30,view,2023-04-04 23:00:00
2828,789,31,view,2023-10-27 02:00:00
2829,878,33,view,2024-01-05 06:00:00
2830,385,37,view,2023-11-29 21:00:00
2831,88,10,view,2023-08-11 13:00:00
2832,827,23,view,2023-12-31 03:00:00
2833,702,8,view,2023-09-08 23:00:00
2834,533,32,view,2023-07-18 03:00:00
2835,235,11,view,2023-08-24 19:00:00
2836,12,15,view,2023-04-05 22:00:00
2837,293,19,view,2023-07-17 07:00:00
2838,445,19,view,2023-04-06 03:00:00
2839,27,22,view,2023-09-21 03:00:00
2840,425,50,view,2023-12-22 16:00:00
2841,982,29,view,2023-12-20 17:00:00
2842,622,5,cart,2023-07-15 10:00:00
2843,994,1,view,2023-07-19 21:00:00
2844,797,31,view,2024-01-09 02:00:00
2845,108,28,view,2023-09-02 16:00:00
2846,827,15,purchase,2023-12-07 09:00:00
2847,122,5,view,2024-02-03 09:00:00
2848,37,25,purchase,2023-02-21 01:00:00
2849,792,13,view,2023-12-07 14:00:00
2850,329,38,view,2023-02-22 00:00:00
2851,113,47,view,2023-12-17 11:00:00
2852,779,10,view,2023-04-25 01:00:00
2853,898,36,view,2023-09-24 17:00:00
2854,682,17,view,2023-03-05 05:00:00
2855,189,33,purchase,2023-07-17 13:00:00
2856,312,43,view,2023-10-10 17:00:00
2857,643,21,cart,2023-09-10 20:00:00
2858,285,36,cart,2023-12-28 04:00:00
2859,78,22,view,2023-09-16 23:00:00
